chapter,paragraph,text_part,content
24.0,113,text_content,commanding appearance. A harsh smile touched Paul’s lips and he said: ‘Well spoken. I apologize.’ 
24.0,114,text_content,"Kynes met Paul’s stare and, presently, said: ‘No Harkonnen ever admitted error. Perhaps you’re not like them, Atreides.’ "
24.0,115,text_content,For your loyalty I offer ‘my’ loyalty to you … totally.’ 
24.0,116,text_content,"‘My son has the Atreides sincerity,’ Jessica thought. ‘He has that tremendous, almost naive honor – and what a powerful force that truly is.’ "
24.0,117,text_content,She saw that Paul’s words had shaken Kynes. 
24.0,118,text_content,"‘This is nonsense,’ Kynes said. ‘You’re just a boy and—’ "
24.0,119,text_content,"‘I’m the Duke,’ Paul said. ‘I’m an Atreides. No Atreides has ever broken such a bond.’ "
24.0,120,text_content,Kynes swallowed. 
24.0,121,text_content,"‘When I say totally,’ Paul said, ‘I mean without reservation. I would give my life for you.’ "
24.0,122,text_content,"to a man, to a superior. Now Kynes meant the word. "
24.0,123,text_content,"‘In this moment he’d give his life for Paul,’ she thought. ‘How do the Atreides accomplish this so quickly, so easily?’ "
24.0,124,text_content,"‘I know you mean this,’ Kynes said. ‘Yet the Harkon—’ "
24.0,125,text_content,in the passage. 
24.0,126,text_content,"of a stunner repelled by the shield. Idaho’s blades were through it all, flick-flicking, red dripping from them. "
24.0,127,text_content,Then Kynes was beside Paul and they threw their weight against the door. 
24.0,128,text_content,black goat hair with a red blossom of death in it. Then the door was closed and there came a snick as Kynes threw the bolts. 
24.0,129,text_content,"‘I appear to’ve decided,’ Kynes said. "
24.0,130,text_content,in her eyes. 
24.0,131,text_content,"‘I should’ve suspected trouble when the coffee failed to arrive,’ Kynes said. "
24.0,132,text_content,"‘You’ve a bolt hole out of here,’ Paul said. ‘Shall we use it?’ "
24.0,133,text_content,"Kynes took a deep breath, said: ‘This door should hold for at least twenty minutes against all but a lasgun.’ "
24.0,134,text_content,"‘They’ll not use a lasgun for fear we’ve shields on this side,’ Paul said. "
24.0,135,text_content,"‘Those were Sardaukar in Harkonnen uniform,’ Jessica whispered. "
24.0,136,text_content,"They could hear pounding on the door now, rhythmic blows. "
24.0,137,text_content,"manipulated a handle within it. The entire wall of cabinets swung open to expose the black mouth of a tunnel. ‘This door also is plasteel,’ Kynes said. "
24.0,138,text_content,"‘You were well prepared,’Jessica said. "
24.0,139,text_content,"‘We lived under the Harkonnens for eighty years,’ Kynes said. He herded them into the darkness, closed the door. "
24.0,140,text_content,"In the sudden blackness, Jessica saw a luminous arrow on the floor ahead of her. "
24.0,141,text_content,"top of it, ride with it. My people have done this in stealing ’thopters. If you stay high in the storm you’ll survive.’ "
24.0,142,text_content,‘What of you?’ Paul asked. 
24.0,143,text_content,"‘I’ll try to escape another way. If I’m captured … well, I’m still Imperial Planetologist. I can say I was your captive.’ "
24.0,144,text_content,"‘Running like cowards,’ Paul thought. ‘But how else can I live to avenge my father?’ He turned to face the door. "
24.0,145,text_content,"Jessica heard him move, said: ‘Duncan’s dead, Paul. You saw the wound. You can do nothing for him.’ "
24.0,146,text_content,"‘I’ll take full payment for them all one day,’ Paul said. "
24.0,147,text_content,"‘Not unless you hurry now,’ Kynes said. "
24.0,148,text_content,Paul felt the man’s hand on his shoulder. 
24.0,149,text_content,"‘Where will we meet, Kynes?’ Paul asked. "
24.0,150,text_content,"‘I’ll send the Fremen searching for you. The storm’s path is known. Hurry now, and the Great Mother give you speed and luck.’ "
24.0,151,text_content,"They heard him go, a scrambling in the blackness. "
24.0,152,text_content,"Jessica found Paul’s hand, pulled him gently. ‘We must not get separated,’ she said. "
24.0,153,text_content,‘Yes.’ 
24.0,154,text_content,"He followed her across the first arrow, seeing it go black as they touched it. Another arrow beckoned ahead. "
24.0,155,text_content,"They crossed it, saw it extinguish itself, saw another arrow ahead. "
24.0,156,text_content,They were running now. 
24.0,157,text_content,"‘Plans within plans within plans within plans,’ Jessica thought. ‘Have we become part of someone else’s plan now?’ "
24.0,158,text_content,dark handle visible in its center. 
24.0,159,text_content,Paul pressed the handle. 
24.0,160,text_content,gray wall with a doorsign on it loomed beyond the aircraft. 
24.0,161,text_content,‘Where did Kynes go?’Jessica asked. 
24.0,162,text_content,reveal where we are if he’s captured. He won’t really know.’ 
24.0,163,text_content,"Paul drew her into the room, noting how their feet kicked up dust on the floor. "
24.0,164,text_content,"‘No one’s been here for a long time,’ he said. "
24.0,165,text_content,"‘He seemed confident the Fremen could find us,’ she said. "
24.0,166,text_content,‘I share that confidence.’ 
24.0,167,text_content,them to be thorough.’ 
24.0,168,text_content,"Jessica leaned against the craft’s other side, catching her breath. "
24.0,169,text_content,pointed right. ‘The storm we saw is that way.’ 
24.0,170,text_content,"paths up out of that valley, some might carry a Paul Atreides back into sight, but many would not. "
24.0,171,text_content,"‘The longer we wait the better prepared they’ll be,’ Jessica said. "
24.0,172,text_content,"‘Get in and strap yourself down,’ he said. "
24.0,173,text_content,reliance to prescient memory and it had weakened him for this particular emergency. 
24.0,174,text_content,never again to fall into that trap … if he lived through this. 
24.0,175,text_content,were armed. Turbines began their low hissing. 
24.0,176,text_content,‘Ready?’ he asked. 
24.0,177,text_content,‘Yes.’ 
24.0,178,text_content,He touched the remote control for lights. 
24.0,179,text_content,Darkness blanketed them. 
24.0,180,text_content,"of sand swished away to silence. A dusty breeze touched Paul’s cheeks. He closed his door, feeling the sudden pressure. "
24.0,181,text_content,"beyond, a suggestion of sand ripples. "
24.0,182,text_content,of its nest. Power surged from the jetpods as the wings locked into lift attitude. 
24.0,183,text_content,"yet exhilarated. ‘Now, Paul’s training is our only hope,’ she thought. ‘His youth and swiftness.’ "
24.0,184,text_content,the ribbon trail of the storm. 
24.0,185,text_content,in a tight bank. 
24.0,186,text_content,‘Jetflares behind us!’Jessica said. 
24.0,187,text_content,‘I saw them.’ 
24.0,188,text_content,He slammed the power arm forward. 
24.0,189,text_content,Beyond stretched moonlit fingernail shadows – dunes diminishing one into another. 
24.0,190,text_content,And above the horizon climbed the flat immensity of the storm like a wall against the stars. 
24.0,191,text_content,Something jarred the ’thopter. 
24.0,192,text_content,‘Shellburst!’ Jessica gasped. ‘They’re using some kind of projectile weapon.’ 
24.0,193,text_content,"She saw a sudden animal grin on Paul’s face. ‘They seem to be avoiding their lasguns,’ he said. "
24.0,194,text_content,‘But we’ve no shields!’ 
24.0,195,text_content,‘Do they know that?’ 
24.0,196,text_content,Again the ’thopter shuddered. 
24.0,197,text_content,Paul twisted to peer back. ‘Only one of them appears to be fast enough to keep up with us.’ 
24.0,198,text_content,"He returned his attention to their course, watching the storm wall grow high in front of them. It loomed like a tangible solid. "
24.0,199,text_content,"‘Projectile launchers, rockets, all the ancient weaponry – that’s one thing we’ll give the Fremen,’ Paul whispered. "
24.0,200,text_content,"‘The storm,’Jessica said. ‘Hadn’t you better turn?’ "
24.0,201,text_content,‘What about the ship behind us?’ 
24.0,202,text_content,‘He’s pulling up.’ 
24.0,203,text_content,‘Now!’ 
24.0,204,text_content,G-force. 
24.0,205,text_content,"moon. The aircraft became a long, horizontal whisper of darkness lighted only by the green luminosity of the instrument panel. "
24.0,206,text_content,"him chop the power, felt the ship buck. The metal around them hissed and trembled. "
24.0,207,text_content,‘Sand!’Jessica shouted. 
24.0,208,text_content,She saw the negative shake of his head in the light from the panel. ‘Not much sand this high.’ 
24.0,209,text_content,But she could feel them sinking deeper into the maelstrom. 
24.0,210,text_content,"gliding by instinct, fighting for altitude. "
24.0,211,text_content,The sound of their passage diminished. 
24.0,212,text_content,back to level flight. 
24.0,213,text_content,"windows, a rumbling hiss reminded her of the powers around them. "
24.0,214,text_content,"‘Winds to seven or eight hundred kilometers an hour,’ she thought. Adrenalin edginess gnawed at her. ‘I must not fear,’ she told herself, mouthing the words of the Bene Gesserit litany. ‘Fear is the mind-killer.’ "
24.0,215,text_content,Slowly her long years of training prevailed. 
24.0,216,text_content,Calmness returned. 
24.0,217,text_content,We’ll have to ride it out.’ 
24.0,218,text_content,"Calmness drained out of her. Jessica felt her teeth chattering, clamped them together. Then she heard Paul’s voice, low and controlled, reciting the litany: "
24.0,219,text_content,be nothing. Only I will remain.’ 
25.0,1,opening_text,What do you despise? By this are you truly known. 
25.0,2,opening_caption,—from ‘Manual of Muad’Dib’ by the Princess Irulan 
25.0,3,text_content,"‘They are dead, Baron,’ said Iakin Nefud, the guard captain. ‘Both the woman and the boy are certainly dead.’ "
25.0,4,text_content,"metal was disguised with draperies, with fabric paddings and rare art objects. "
25.0,5,text_content,"‘It is a certainty,’ the guard captain said. ‘They are dead.’ "
25.0,6,text_content,the single glowglobe of his bedchamber to the doorway where Captain Nefud stood blocked by the pentashield. 
25.0,7,text_content,"‘They’re certainly dead, Baron,’ the man repeated. "
25.0,8,text_content,"when he received this report, and had stopped only to take the antidote before rushing here. "
25.0,9,text_content,"‘I have a full report,’ Nefud said. "
25.0,10,text_content,"‘Let him sweat a little,’ the Baron thought. ‘One must always keep the tools of statecraft sharp and ready. Power and fear – sharp and ready.’ "
25.0,11,text_content,‘Have you seen their bodies?’ the Baron rumbled. 
25.0,12,text_content,Nefud hesitated. 
25.0,13,text_content,‘Well?’ 
25.0,14,text_content,the pursuit.’ 
25.0,15,text_content,as Nefud swallowed. 
25.0,16,text_content,‘You have seen the bodies?’ the Baron asked. 
25.0,17,text_content,‘M’Lord—’ 
25.0,18,text_content,"Do you think I’ll praise you for such stupidity, give you another promotion?’ "
25.0,19,text_content,Nefud’s face went bone pale. 
25.0,20,text_content,"‘Look at that chicken,’ the Baron thought. ‘I am surrounded by such useless clods. If I scattered sand before this creature and told him it was grain, he’d peck at it.’ "
25.0,21,text_content,"‘The man Idaho led us to them, then?’ the Baron asked. "
25.0,22,text_content,"‘Yes, m’Lord!’ "
25.0,23,text_content,"‘Look how he blurts out his answer,’ the Baron thought. He said: ‘They were attempting to flee to the Fremen, eh?’ "
25.0,24,text_content,"‘Yes, m’Lord.’ "
25.0,25,text_content,‘Is there more to this … report?’ 
25.0,26,text_content,even say ‘suspicious’ circumstances.’ 
25.0,27,text_content,‘So?’ 
25.0,28,text_content,"of the chase, several of our groups were caught in a lasgun-shield explosion.’ "
25.0,29,text_content,‘How many did we lose?’ 
25.0,30,text_content,"‘I’m … ah, not sure yet, m’Lord.’ "
25.0,31,text_content,"‘He’s lying,’ the Baron thought. ‘It must’ve been pretty bad.’ "
25.0,32,text_content,"‘The Imperial lackey, this Kynes,’ the Baron said. ‘He was playing a double game, eh?’ "
25.0,33,text_content,"‘I’d stake my reputation on it, m’Lord.’ "
25.0,34,text_content,‘His reputation!’ 
25.0,35,text_content,"‘Have the man killed,’ the Baron said. "
25.0,36,text_content,"‘M’Lord! Kynes is the ‘Imperial’ Planetologist, His Majesty’s own serv—’ "
25.0,37,text_content,"‘Make it look like an accident, then!’ "
25.0,38,text_content,"‘M’Lord, there were Sardaukar with our forces in the subjugation of this Fremen nest. They have Kynes in custody now.’ "
25.0,39,text_content,‘Get him away from them. Say I wish to question him.’ 
25.0,40,text_content,‘If they demur?’ 
25.0,41,text_content,‘They will not if you handle it correctly.’ 
25.0,42,text_content,"Nefud swallowed. ‘Yes, m’Lord.’ "
25.0,43,text_content,"‘The man must die,’ the Baron rumbled. ‘He tried to help my enemies.’ "
25.0,44,text_content,Nefud shifted from one foot to the other. 
25.0,45,text_content,‘Well?’ 
25.0,46,text_content,Assassins.’ 
25.0,47,text_content,‘Hawat? Thufir Hawat?’ 
25.0,48,text_content,"‘I’ve seen the captive myself, m’Lord. ‘Tis Hawat.’ "
25.0,49,text_content,‘I’d not’ve believed it possible!’ 
25.0,50,text_content,"If we can get our hands on him, he’ll provide great sport.’ "
25.0,51,text_content,Could he know the extent of … but no.’ 
25.0,52,text_content,"‘He has spoken only enough, m’Lord, to reveal his belief that the Lady Jessica was his betrayer.’ "
25.0,53,text_content,‘Ah-h-h-h-h.’ 
25.0,54,text_content,"The Baron sank back, thinking; then: ‘You’re sure? It’s the Lady Jessica who attracts his anger?’ "
25.0,55,text_content,"‘He said it in my presence, m’Lord.’ "
25.0,56,text_content,"‘Let him think she’s alive, then.’ "
25.0,57,text_content,"‘But, m’Lord—’ "
25.0,58,text_content,Lady Jessica.’ 
25.0,59,text_content,"‘M’Lord, I don’t—’ "
25.0,60,text_content,"‘The way to control and direct a Mentat, Nefud, is through his information. False information – false results.’ "
25.0,61,text_content,"‘Yes, m’Lord, but …’ "
25.0,62,text_content,‘Is Hawat hungry? Thirsty?’ 
25.0,63,text_content,"‘M’Lord, Hawat’s still in the hands of the Sardaukar!’ "
25.0,64,text_content,way. Yes. I do believe it. You will remind the Sardaukar commander of my renown at obtaining information from reluctant subjects.’ 
25.0,65,text_content,"Nefud looked unhappy. ‘Yes, m’Lord.’ "
25.0,66,text_content,"against the other. He can understand that much, I think.’ "
25.0,67,text_content,"‘Yes, m’Lord.’ "
25.0,68,text_content,‘And once we have them in our hands …’ The Baron nodded. 
25.0,69,text_content,"‘M’Lord, the Sardaukar will want an observer with you during any … questioning.’ "
25.0,70,text_content,"‘I’m sure we can produce an emergency to draw off any unwanted observers, Nefud.’ "
25.0,71,text_content,"‘I understand, m’Lord. That’s when Kynes can have his accident.’ "
25.0,72,text_content,"‘Both Kynes and Hawat will have accidents then, Nefud. But only Kynes will have a real accident. It’s Hawat I want. Ah, yes.’ "
25.0,73,text_content,"Nefud blinked, swallowed. He appeared about to ask a question, but remained silent. "
25.0,74,text_content,the residual poison developed by the late Piter de Vries. ‘And you’ will see that the antidote becomes a regular part of Hawat’s diet from this point on … unless I say otherwise.’ 
25.0,75,text_content,"‘The antidote, yes.’ Nefud shook his head. ‘But—’ "
25.0,76,text_content,"‘Don’t be dense, Nefud. The Duke almost killed me with that poison-capsule tooth. The gas he exhaled into my presence deprived me of my most valuable Mentat, Piter. I need a replacement.’ "
25.0,77,text_content,‘Hawat?’ 
25.0,78,text_content,‘Hawat.’ 
25.0,79,text_content,‘But—’ 
25.0,80,text_content,Thufir Hawat.’ 
25.0,81,text_content,"‘Woo him. Yes, m’Lord.’ "
25.0,82,text_content,"Nefud. The truth is a powerful weapon. We know how we overwhelmed the Atreides. Hawat knows, too. We did it with wealth.’ "
25.0,83,text_content,"‘With wealth. Yes, m’Lord.’ "
25.0,84,text_content,will not betray itself to a poison snooper. Hawat can scan his food as he pleases and detect no trace of poison.’ 
25.0,85,text_content,Nefud’s eyes opened wide with understanding. 
25.0,86,text_content,"me, Nefud?’ "
25.0,87,text_content,"Nefud swallowed. Yes, m’Lord.’ "
25.0,88,text_content,‘Then get busy. Find the Sardaukar commander and set things in motion.’ 
25.0,89,text_content,"‘At once, m’Lord.’ Nefud bowed, turned, and hurried away. "
25.0,90,text_content,to me like some silly toy to be broken. I will show them what use can be made of such a toy.’ 
25.0,91,text_content,"back, smiling. "
25.0,92,text_content,‘And all the Atreides dead!’ 
25.0,93,text_content,"alone, all the careful scheming were here at last coming to full fruition. "
25.0,94,text_content,‘Power and fear —fear and power!’ 
25.0,95,text_content,to the boy that the Baron enjoyed … a ferocity. 
25.0,96,text_content,to gain the throne.’ 
25.0,97,text_content,‘M’Lord Baron.’ 
25.0,98,text_content,eye that he’d come one day to the portable suspensors for carrying his excess weight. 
25.0,99,text_content,here on Arrakis!’ 
25.0,100,text_content,that the shimmer of it would be visible above the bedside glowglobe. 
25.0,101,text_content,"for a suspensor chair, found none. "
25.0,102,text_content,"‘Stand closer where I can see you easily,’ the Baron said. "
25.0,103,text_content,stand. 
25.0,104,text_content,yours.’ 
25.0,105,text_content,Rabban blinked. ‘But I thought you were going to advance Piter de Vries to the—’ 
25.0,106,text_content,"‘Piter, too, is dead.’ "
25.0,107,text_content,‘Piter?’ 
25.0,108,text_content,‘Piter.’ 
25.0,109,text_content,"The Baron reactivated the doorfield, blanked it against all energy penetration. "
25.0,110,text_content,"‘You finally tired of him, eh?’ Rabban asked. "
25.0,111,text_content,His voice fell flat and lifeless in the energy-blanketed room. 
25.0,112,text_content,you suggest by word or action that I am so stupid.’ 
25.0,113,text_content,Seldom to the point of death unless there were outrageous profit or provocation in it. But family punishments could be painful. 
25.0,114,text_content,"‘Forgive me, m’Lord Baron,’ Rabban said. He lowered his eyes as much to hide his own anger as to show subservience. "
25.0,115,text_content,"‘You do not fool me, Rabban,’ the Baron said. "
25.0,116,text_content,"Rabban kept his eyes lowered, swallowed. "
25.0,117,text_content,"‘I make a point,’ the Baron said. ‘Never obliterate a man unthinkingly, the way an entire fief might do it through some ‘due process of law.’ Always do it for an overriding purpose – and ‘know your purpose!’’ "
25.0,118,text_content,"Anger spoke in Rabban: ‘But you obliterated the traitor, Yueh! I saw his body being carried out as I arrived last night.’ "
25.0,119,text_content,"Rabban stared at his uncle, suddenly frightened by the sound of those words. "
25.0,120,text_content,"Strength poured into the Baron’s voice.’ ‘I’ suborned a doctor of the Suk School! The ‘Inner’ School! You hear, boy? But that’s a wild sort of weapon to leave lying about. I didn’t obliterate him casually.’ "
25.0,121,text_content,‘Does the Emperor know you suborned a Suk doctor?’ 
25.0,122,text_content,"‘That was a penetrating question,’ the Baron thought. ‘Have I misjudged this nephew?’ "
25.0,123,text_content,"I’ll have my own report in his hands through CHOAM Company channels. I will explain that I ‘luckily’ discovered a doctor who pretended to the conditioning. A false doctor, you understand? Since everyone ‘knows’ you cannot counter the conditioning of a Suk School, this will be accepted.’ "
25.0,124,text_content,"‘Ah-h-h, I see,’ Rabban murmured. "
25.0,125,text_content,"And the Baron thought: ‘Indeed, I hope you do see. I hope you do see how vital it is that this remain secret.’ The Baron suddenly wondered at himself. ‘Why did I do that? Why did I boast to this fool nephew of mine – the nephew I must use and discard?’ The Baron felt anger at himself. He felt betrayed. "
25.0,126,text_content,"‘It must be kept secret,’ Rabban said. ‘I understand.’ "
25.0,127,text_content,"you in strong rein. This time, I have only one requirement.’ "
25.0,128,text_content,‘M’Lord?’ 
25.0,129,text_content,‘Income.’ 
25.0,130,text_content,‘Income?’ 
25.0,131,text_content,inkling of how much the Guild charges for military transport?’ 
25.0,132,text_content,"‘Expensive, eh?’ "
25.0,133,text_content,‘Expensive!’ 
25.0,134,text_content,barely repay us!’ 
25.0,135,text_content,"Rabban opened his mouth, closed it without speaking. "
25.0,136,text_content,"long ago. You should know, Rabban, that ‘we’ bore the entire brunt of it. We even paid for transport of the Sardaukar.’ "
25.0,137,text_content,you to pay and pay and pay. 
25.0,138,text_content,"agent you managed to insert as a watchdog in the Guild Bank structure, they put two agents into your system. "
25.0,139,text_content,‘Insufferable!’ 
25.0,140,text_content,"‘Income, then,’ Rabban said. "
25.0,141,text_content,"The Baron lowered his arm, made a fist. ‘You must squeeze.’ "
25.0,142,text_content,‘And I may do anything I wish as long as I squeeze?’ 
25.0,143,text_content,‘Anything.’ 
25.0,144,text_content,"‘The cannons you brought,’ Rabban said. ‘Could I—’ "
25.0,145,text_content,"‘I’m removing them,’ the Baron said. "
25.0,146,text_content,‘But you—’ 
25.0,147,text_content,this abominable planet. Our cannon merely sealed them in.’ 
25.0,148,text_content,‘The Fremen don’t use shields.’ 
25.0,149,text_content,‘You may keep some lasguns if you wish.’ 
25.0,150,text_content,"‘Yes, m’Lord. And I have a free hand.’ "
25.0,151,text_content,‘As long as you squeeze.’ 
25.0,152,text_content,"Rabban’s smile was gloating. ‘I understand perfectly, m’Lord.’ "
25.0,153,text_content,this planet?’ 
25.0,154,text_content,difficult to count a population scattered among sinks and pans the way they are here. And when you consider the Fremen of—’ 
25.0,155,text_content,‘The Fremen aren’t worth considering!’ 
25.0,156,text_content,"‘Forgive me, m’Lord, but the Sardaukar believe otherwise.’ "
25.0,157,text_content,"The Baron hesitated, staring at his nephew. You know something?’ "
25.0,158,text_content,of here and wiped it out.’ 
25.0,159,text_content,‘Wiped out a Sardaukar force?’ 
25.0,160,text_content,"‘Yes, m’Lord.’ "
25.0,161,text_content,‘Impossible!’ 
25.0,162,text_content,Rabban shrugged. 
25.0,163,text_content,"‘Fremen defeating Sardaukar,’ the Baron sneered. "
25.0,164,text_content,Thufir Hawat.’ 
25.0,165,text_content,‘Ah-h-h-h-h-h.’ 
25.0,166,text_content,"The Baron nodded, smiling. "
25.0,167,text_content,"‘I believe the report,’ Rabban said. ‘You’ve no idea what a problem the Fremen were.’ "
25.0,168,text_content,Fremen. It’s the only possible answer.’ 
25.0,169,text_content,"Again, Rabban shrugged. ‘Well, the Sardaukar think they were Fremen. The Sardaukar already have launched a pogrom to wipe out all Fremen.’ "
25.0,170,text_content,‘Good!’ 
25.0,171,text_content,‘But—’ 
25.0,172,text_content,off hunting a few useless desert bands while we get the real prize!’ 
25.0,173,text_content,"‘M’Lord …’ Rabban hesitated, frowning. ‘I’ve always felt that we underestimated the Fremen, both in numbers and in—’ "
25.0,174,text_content,eh?’ 
25.0,175,text_content,"‘A great many, m’Lord.’ "
25.0,176,text_content,"‘They worry me, Rabban.’ "
25.0,177,text_content,‘Worry you?’ 
25.0,178,text_content,be most displeased. Have you any idea how displeased I’d be?’ 
25.0,179,text_content,Rabban swallowed. 
25.0,180,text_content,"though. That is the story. And any rumor that there were Sardaukar here, it must be laughed at.’ "
25.0,181,text_content,"‘As the Emperor wishes it,’ Rabban said. "
25.0,182,text_content,‘As the Emperor wishes it.’ 
25.0,183,text_content,‘What about the smugglers?’ 
25.0,184,text_content,that quarter … and taking other measures which I’m sure you can think of.’ 
25.0,185,text_content,"‘Yes, m’Lord.’ "
25.0,186,text_content,or mercy must you show them.’ 
25.0,187,text_content,‘Can one exterminate an entire planet?’ Rabban asked. 
25.0,188,text_content,‘Exterminate?’ Surprise showed in the swift turning of the Baron’s head. ‘Who said anything about exterminating?’ 
25.0,189,text_content,"‘Well, I presumed you were going to bring in new stock and—’ "
25.0,190,text_content,and thirsty.’ The Baron caressed his bulges beneath the suspensors. ‘Like me.’ 
25.0,191,text_content,"‘I see, m’Lord.’ "
25.0,192,text_content,Rabban swung his gaze left and right. 
25.0,193,text_content,"‘It’s all clear then, Nephew?’ "
25.0,194,text_content,"‘Except for one thing, Uncle: the planetologist, Kynes.’ "
25.0,195,text_content,"‘Ah, yes, Kynes.’ "
25.0,196,text_content,"‘He’s the Emperor’s man, m’Lord. He can come and go as he pleases. And he’s very close to the Fremen … married one.’ "
25.0,197,text_content,‘Kynes will be dead by tomorrow’s nightfall.’ 
25.0,198,text_content,"‘That’s dangerous work, Uncle, killing an Imperial servant.’ "
25.0,199,text_content,"‘Besides, you need never have feared Kynes would leave Arrakis. You’re forgetting that he’s addicted to the spice.’ "
25.0,200,text_content,‘Of course!’ 
25.0,201,text_content,"‘Those who know will do nothing to endanger their supply,’ the Baron said. ‘Kynes certainly must know.’ "
25.0,202,text_content,"‘I forgot,’ Rabban said. "
25.0,203,text_content,They stared at each other in silence. 
25.0,204,text_content,"private stuff, but that suicide raid by the Duke’s men got most of what we’d stored for sale.’ "
25.0,205,text_content,"Rabban nodded. ‘Yes, m’Lord.’ "
25.0,206,text_content,“Our Sublime Padishah Emperor has charged me to take possession of this planet and end all dispute.”’ 
25.0,207,text_content,"‘I understand, m’Lord.’ "
25.0,208,text_content,"‘This time, I’m sure you do. We will discuss it in more detail tomorrow. Now, leave me to finish my sleep.’ "
25.0,209,text_content,"The Baron deactivated his doorfield, watched his nephew out of sight. "
25.0,210,text_content,he’s the one we need. He’ll learn. And such a lovely body. Really a lovely boy.’ 
26.0,1,opening_text,"At the age of fifteen, he had already learned silence. "
26.0,2,opening_caption,—from ‘A Child’s History of Muad’Dib’ by the Princess Irulan 
26.0,3,text_content,vortex. 
26.0,4,text_content,"featureless, but his inner sense began to ‘see’ through the curtain. "
26.0,5,text_content,"‘I must find the right vortex,’ he thought. "
26.0,6,text_content,"For a long time now he had sensed the storm’s power diminishing, but still it shook them. He waited out another turbulence. "
26.0,7,text_content,The vortex began as an abrupt billowing that rattled the entire ship. Paul defied all fear to bank the ’thopter left. 
26.0,8,text_content,Jessica saw the maneuver on the attitude globe. 
26.0,9,text_content,‘Paul!’ she screamed. 
26.0,10,text_content,speck within a core of winding dust lighted by the second moon. 
26.0,11,text_content,a dry river into the desert – moon-gray motion growing smaller and smaller below as they rode the updraft. 
26.0,12,text_content,"‘We’re out of it,’Jessica whispered. "
26.0,13,text_content,Paul turned their craft away from the dust in swooping rhythm while he scanned the night sky. 
26.0,14,text_content,"‘We’ve given them the slip,’ he said. "
26.0,15,text_content,She felt reborn. 
26.0,16,text_content,"‘It was like the litany,’ she thought. ‘We faced it and did not resist. The storm passed through us and around us. It’s gone, but we remain.’ "
26.0,17,text_content,"‘I don’t like the sound of our wing motion,’ Paul said. ‘We suffered some damage in there.’ "
26.0,18,text_content,"the full view of his prescient vision. Yet, they had escaped, and Paul sensed himself trembling on the verge of a revelation. "
26.0,19,text_content,He shivered. 
26.0,20,text_content,words had a power of their own. 
26.0,21,text_content,‘‘I shall not fear’ …’ 
26.0,22,text_content,"Cause and effect: he was alive despite malignant forces, and he felt himself poised on a brink of self-awareness that could not have been without the litany’s magic. "
26.0,23,text_content,Words from the Orange Catholic Bible rang through his memory: ‘‘What senses do we lack that we cannot see or hear another world all around us?’’ 
26.0,24,text_content,"‘There’s rock all around,’Jessica said. "
26.0,25,text_content,"a hole somewhere, more of the storm’s doing. "
26.0,26,text_content,"‘Better set us down on sand,’ Jessica said. ‘The wings might not take full brake.’ "
26.0,27,text_content,rocks. Check your safety harness.’ 
26.0,28,text_content,do we can do.’ 
26.0,29,text_content,"‘Run for those rocks the instant we’re stopped,’ Paul said. ‘I’ll take the pack.’ "
26.0,30,text_content,"‘Run for …’ She fell silent, nodded. ‘Worms.’ "
26.0,31,text_content,"‘Our friends, the worms,’ he corrected her. ‘They’ll get this ’thopter. There’ll be no evidence of where we landed.’ "
26.0,32,text_content,"‘How direct his thinking,’ she thought. "
26.0,33,text_content,They glided lower … lower … 
26.0,34,text_content,"touched a dune top with a soft lurch, skipped a sand valley, touched another dune. "
26.0,35,text_content,"‘He’s killing our speed against the sand,’ Jessica thought, and permitted herself to admire his competence. "
26.0,36,text_content,‘Brace yourself!’ Paul warned. 
26.0,37,text_content,faster and faster. Wind screamed through the lapped coverts and primaries of the wings’ leaves. 
26.0,38,text_content,"lay stopped on the broken wing side, the right wing pointing toward the stars. "
26.0,39,text_content,the pack by its straps. 
26.0,40,text_content,‘Run!’ he ordered. 
26.0,41,text_content,He pointed up the dune face and beyond it where they could see a rock tower undercut by sandblast winds. 
26.0,42,text_content,came out onto a sand ridge that curved away toward the rocks. 
26.0,43,text_content,"‘Follow the ridge,’ Paul ordered. ‘It’ll be faster.’ "
26.0,44,text_content,"They slogged toward the rocks, sand gripping their feet. "
26.0,45,text_content,"A new sound began to impress itself on them: a muted whisper, a hissing, an abrasive slithering. "
26.0,46,text_content,"‘Worm,’ Paul said. "
26.0,47,text_content,It grew louder. 
26.0,48,text_content,‘Faster!’ Paul gasped. 
26.0,49,text_content,and shatter behind them. 
26.0,50,text_content,Breath came dry and gasping in their throats. 
26.0,51,text_content,"‘I can’t run any farther,’Jessica panted. "
26.0,52,text_content,their wrecked ornithopter. 
26.0,53,text_content,Where the worm had been there was no sign of the aircraft. 
26.0,54,text_content,"The burrow mound moved outward into the desert, coursed back across its own path, questing. "
26.0,55,text_content,… how big.’ 
26.0,56,text_content,"‘Nor I,’Jessica breathed. "
26.0,57,text_content,sound of its passage was lost in gentle sand stirrings around them. 
26.0,58,text_content,rest in black shade through the day.’ He looked at his mother. ‘We still have a few hours of night. Can you go on?’ 
26.0,59,text_content,‘In a moment.’ 
26.0,60,text_content,in his hands. 
26.0,61,text_content,"‘Whenever you’re ready,’ he said. "
26.0,62,text_content,"She pushed herself away from the rock, feeling her strength return. ‘Which direction?’ "
26.0,63,text_content,‘Where this ridge leads.’ He pointed. 
